table,id,action,current_ar,current_en,target_ar,target_en
db_PLAYERS,P-1561,already_bilingual,"","","اعتباري","Aatbary"
db_PLAYERS,P-1562,already_bilingual,"","","أسامة يوسف","Asamh Ywsf"
db_PLAYERS,P-1563,already_bilingual,"","","عبده يحيى","Abdh Yhya"
db_PLAYERS,P-1565,already_bilingual,"","","مدحت رمضان","Mdht Rmdan"
db_PLAYERS,P-1566,already_bilingual,"","","علي بكر","Aly Bkr"
db_PLAYERS,P-1567,already_bilingual,"","","محمد القط","Mhmd Alqt"
db_PLAYERS,P-1569,already_bilingual,"","","حسين أمين","Hsyn Amyn"
db_PLAYERS,P-1570,already_bilingual,"","","فؤاد الجميل","Fwad Aljmyl"
db_PLAYERS,P-1571,already_bilingual,"","","Edward Williams","Edward Williams"
db_PLAYERS,P-1572,already_bilingual,"","","مصطفى البدري","Mstfa Albdry"
db_PLAYERS,P-1574,already_bilingual,"","","محمد اليماني","Mhmd Alymany"
db_PLAYERS,P-1575,already_bilingual,"","","أمير عبدالعزيز","Amyr Abdalazyz"
db_PLAYERS,P-1576,already_bilingual,"","","طارق خليل","Tarq Khlyl"
db_PLAYERS,P-1577,already_bilingual,"","","خالد السوالم","Khald Alswalm"
db_PLAYERS,P-1579,already_bilingual,"","","ياسر فاروق","Yasr Farwq"
db_PLAYERS,P-1580,already_bilingual,"","","مصطفى إبراهيم","Mstfa Ibrahym"
db_PLAYERS,P-1581,already_bilingual,"","","عصام الحضري","Asam Alhdry"
db_PLAYERS,P-1582,already_bilingual,"","","أمين صبري","Amyn Sbry"
db_PLAYERS,P-1585,already_bilingual,"","","Gustavo Gómez","Gustavo Gómez"
db_PLAYERS,P-1586,already_bilingual,"","","حسن زهني","Hsn Zhny"
db_PLAYERS,P-1587,already_bilingual,"","","خوان بيريرا","Khwan Byryra"
db_PLAYERS,P-1588,already_bilingual,"","","عماد صلاح","Amad Slah"
db_PLAYERS,P-1590,already_bilingual,"","","Aki El-Hassani","Aki El-hassani"
db_PLAYERS,P-1591,already_bilingual,"","","معاذ الحناوي","Maadh Alhnawy"
db_PLAYERS,P-1592,already_bilingual,"","","Saad Tedjar","Saad Tedjar"
db_PLAYERS,P-1594,already_bilingual,"","","فهد الحمدان","Fhd Alhmdan"
db_PLAYERS,P-1595,already_bilingual,"","","حسام حسن محمد عبد الله","Hsam Hsn Mhmd Abd Allh"
db_PLAYERS,P-1596,already_bilingual,"","","أحمد عبدالظاهر القديم","Ahmd Abdalzahr Alqdym"
db_PLAYERS,P-1597,already_bilingual,"","","Felipe Ovono","Felipe Ovono"
db_PLAYERS,P-1599,already_bilingual,"","","ممدوح عبد الحي","Mmdwh Abd Alhy"
db_PLAYERS,P-1601,already_bilingual,"","","شوقي السعيد","Shwqy Alsayd"
db_PLAYERS,P-1602,already_bilingual,"","","محمد عاطف","Mhmd Aatf"
db_PLAYERS,P-2097,already_bilingual,"","","محمد عبدالناصر","Mhmd Abdalnasr"
db_PLAYERS,P-0767,already_bilingual,"","","عزوز محمد","Azwz Mhmd"
db_PLAYERS,P-0773,already_bilingual,"","","مصطفى حطيبة","Mstfa Htybh"
db_PLAYERS,P-0776,already_bilingual,"","","أحمد شديد قناوي","Ahmd Shdyd Qnawy"
db_PLAYERS,P-0783,already_bilingual,"","","كارميلو ألجاراناز أنيز","Karmylw Aljaranaz Anyz"
db_PLAYERS,P-0790,already_bilingual,"","","محمد زعلوك","Mhmd Zalwk"
db_PLAYERS,P-0795,already_bilingual,"","","Ibrahima Daouda","Ibrahima Daouda"
db_PLAYERS,P-0799,already_bilingual,"","","محمود زلاكة","Mhmwd Zlakh"
db_PLAYERS,P-0806,already_bilingual,"","","هاني كامل","Hany Kaml"
db_PLAYERS,P-1604,already_bilingual,"","","Tchiressoua Guel","Tchiressoua Guel"
db_PLAYERS,P-1605,already_bilingual,"","","أشرف مجدي","Ashrf Mjdy"
db_PLAYERS,P-1606,already_bilingual,"","","جمال سالم","Jmal Salm"
db_PLAYERS,P-1609,already_bilingual,"","","أحمد صادق","Ahmd Sadq"
db_PLAYERS,P-1610,already_bilingual,"","","Ousmane Cissé","Ousmane Cissé"
db_PLAYERS,P-1612,already_bilingual,"","","Germain Berthé","Germain Berthé"
db_PLAYERS,P-1613,already_bilingual,"","","Dudu","Dudu"
db_PLAYERS,P-1614,already_bilingual,"","","علي فهمي الحسني","Aly Fhmy Alhsny"
db_PLAYERS,P-1617,already_bilingual,"","","شادي محمد","Shady Mhmd"
db_PLAYERS,P-1618,already_bilingual,"","","محمدين","Mhmdyn"
db_PLAYERS,P-1620,already_bilingual,"","","محمود بكر","Mhmwd Bkr"
db_PLAYERS,P-1622,already_bilingual,"","","أحمد دعدور","Ahmd Dadwr"
db_PLAYERS,P-1623,already_bilingual,"","","أسامة بن بوط","Asamh Bn Bwt"
db_PLAYERS,P-1624,already_bilingual,"","","Bahiru Negash Regasa","Bahiru Negash Regasa"
db_PLAYERS,P-1627,already_bilingual,"","","Soumbeïla Diakité","Soumbeïla Diakité"
db_PLAYERS,P-1628,already_bilingual,"","","زامويوتي موجيلا","Zamwywty Mwjyla"
db_PLAYERS,P-1629,already_bilingual,"","","جوزيف أوتشايا","Jwzyf Awtshaya"
db_PLAYERS,P-1632,already_bilingual,"","","عمرو فهمي","Amrw Fhmy"
db_PLAYERS,P-1633,already_bilingual,"","","زكريا ناصف","Zkrya Nasf"
db_PLAYERS,P-1635,already_bilingual,"","","ميدو نبيل","Mydw Nbyl"
db_PLAYERS,P-1637,already_bilingual,"","","أسيجيد تيسفاي","Asyjyd Tysfay"
db_PLAYERS,P-1638,already_bilingual,"","","محمد صديق","Mhmd Sdyq"
db_PLAYERS,P-1639,already_bilingual,"","","سيد هدى","Syd Hda"
db_PLAYERS,P-1640,already_bilingual,"","","حسن درويش","Hsn Drwysh"
db_PLAYERS,P-1642,already_bilingual,"","","عبدالله المعيوف","Abdallh Almaywf"
db_PLAYERS,P-1643,already_bilingual,"","","Ally Samatta","Ally Samatta"
db_PLAYERS,P-1644,already_bilingual,"","","Sofiane Azzedine","Sofiane Azzedine"
db_PLAYERS,P-1645,already_bilingual,"","","أحمد رزق","Ahmd Rzq"
db_PLAYERS,P-1647,already_bilingual,"","","أحمد حجازي","Ahmd Hjazy"
db_PLAYERS,P-1648,already_bilingual,"","","موسى العزام","Mwsa Alazam"
db_PLAYERS,P-1649,already_bilingual,"","","ماجد هاني","Majd Hany"
db_PLAYERS,P-1650,already_bilingual,"","","حمدي جمعة","Hmdy Jmah"
db_PLAYERS,P-1652,already_bilingual,"","","Lakhdar Belloumi","Lakhdar Belloumi"
db_PLAYERS,P-1654,already_bilingual,"","","طه ياسين الخنيسي","Th Yasyn Alkhnysy"
db_PLAYERS,P-1656,already_bilingual,"","","فرانسيس دو","Fransys Dw"
db_PLAYERS,P-1657,already_bilingual,"","","Ross Nicholson","Ross Nicholson"
db_PLAYERS,P-1658,already_bilingual,"","","عبداللطيف جريندو","Abdalltyf Jryndw"
db_PLAYERS,P-1659,already_bilingual,"","","صلاح محسن","Slah Mhsn"
db_PLAYERS,P-1660,already_bilingual,"","","كنارية","Knaryh"
db_PLAYERS,P-1662,already_bilingual,"","","ياسر محمد","Yasr Mhmd"
db_PLAYERS,P-1663,already_bilingual,"","","خالد الغندور","Khald Alghndwr"
db_PLAYERS,P-1664,already_bilingual,"","","أبو أمين","Abw Amyn"
db_PLAYERS,P-1665,already_bilingual,"","","إسماعيل","Ismaayl"
db_PLAYERS,P-1667,already_bilingual,"","","محمد فاروق سلامة","Mhmd Farwq Slamh"
db_PLAYERS,P-1668,already_bilingual,"","","جورج أوتو","Jwrj Awtw"
db_PLAYERS,P-1670,already_bilingual,"","","شريف عبدالفضيل","Shryf Abdalfdyl"
db_PLAYERS,P-1671,already_bilingual,"","","أمير توفيق","Amyr Twfyq"
db_PLAYERS,P-1672,already_bilingual,"","","عبدالكريم صقر","Abdalkrym Sqr"
db_PLAYERS,P-1673,already_bilingual,"","","سيف الجزيري","Syf Aljzyry"
db_PLAYERS,P-1674,already_bilingual,"","","موديست","Mwdyst"
db_PLAYERS,P-1675,already_bilingual,"","","أوشايا","Awshaya"
db_PLAYERS,P-1677,already_bilingual,"","","محمد أحمد شرقية","Mhmd Ahmd Shrqyh"
db_PLAYERS,P-1678,already_bilingual,"","","Lionel Mpasi","Lionel Mpasi"
db_PLAYERS,P-1679,already_bilingual,"","","محمود صابر","Mhmwd Sabr"
db_PLAYERS,P-1681,already_bilingual,"","","أيمن محمد","Aymn Mhmd"
db_PLAYERS,P-1683,already_bilingual,"","","أحمد بلادة","Ahmd Bladh"
db_PLAYERS,P-1684,already_bilingual,"","","عبدالمنعم تامر","Abdalmnam Tamr"
db_PLAYERS,P-1685,already_bilingual,"","","محسن الخطيب","Mhsn Alkhtyb"
db_PLAYERS,P-1687,already_bilingual,"","","أمير عزمي مجاهد","Amyr Azmy Mjahd"
db_PLAYERS,P-1688,already_bilingual,"","","عبداللطيف الحسيني","Abdalltyf Alhsyny"
db_PLAYERS,P-1689,already_bilingual,"","","غمرو حسام","Ghmrw Hsam"
db_PLAYERS,P-1691,already_bilingual,"","","حلمي مصطفى","Hlmy Mstfa"
db_PLAYERS,P-1692,already_bilingual,"","","فابريك نجوما","Fabryk Njwma"
db_PLAYERS,P-1693,already_bilingual,"","","أحمد عبدالقادر","Ahmd Abdalqadr"
db_PLAYERS,P-1695,already_bilingual,"","","جميل صابر","Jmyl Sabr"
db_PLAYERS,P-1696,already_bilingual,"","","حسن السيد","Hsn Alsyd"
db_PLAYERS,P-1698,already_bilingual,"","","حسن علي","Hsn Aly"
db_PLAYERS,P-1699,already_bilingual,"","","محمود جنش","Mhmwd Jnsh"
db_PLAYERS,P-1700,already_bilingual,"","","Peter Shalulile","Peter Shalulile"
db_PLAYERS,P-1702,already_bilingual,"","","حازم إمام الصغير","Hazm Imam Alsghyr"
db_PLAYERS,P-1703,already_bilingual,"","","رشاد عرفاوي","Rshad Arfawy"
db_PLAYERS,P-1704,already_bilingual,"","","Lamine Diawar","Lamine Diawar"
db_PLAYERS,P-1705,already_bilingual,"","","أحمد النبوي","Ahmd Alnbwy"
db_PLAYERS,P-1707,already_bilingual,"","","رياض بن عياد","Ryad Bn Ayad"
db_PLAYERS,P-1708,already_bilingual,"","","Didier Lebri","Didier Lebri"
db_PLAYERS,P-1709,already_bilingual,"","","Felix Kyei","Felix Kyei"
db_PLAYERS,P-1711,already_bilingual,"","","فهمي جمعة","Fhmy Jmah"
db_PLAYERS,P-1712,already_bilingual,"","","أحمد عفيفي","Ahmd Afyfy"
db_PLAYERS,P-1713,already_bilingual,"","","عبدالمالك زياية","Abdalmalk Zyayh"
db_PLAYERS,P-1714,already_bilingual,"","","إسلام طارق","Islam Tarq"
db_PLAYERS,P-1715,already_bilingual,"","","Lawrence Ngome","Lawrence Ngome"
db_PLAYERS,P-1716,already_bilingual,"","","أحمد علاء","Ahmd Ala"
db_PLAYERS,P-1717,already_bilingual,"","","Eric Bailly","Eric Bailly"
db_PLAYERS,P-1719,already_bilingual,"","","جمال عبدالعظيم","Jmal Abdalazym"
db_PLAYERS,P-1720,already_bilingual,"","","عماد نبيل دونجا","Amad Nbyl Dwnja"
db_PLAYERS,P-1721,already_bilingual,"","","رضا أحمد","Rda Ahmd"
db_PLAYERS,P-1724,already_bilingual,"","","عمرو زكي","Amrw Zky"
db_PLAYERS,P-1725,already_bilingual,"","","Kouame Noel N'Guessan Bi","Kouame Noel N'guessan Bi"
db_PLAYERS,P-2103,already_bilingual,"","","Senzo Meyiwa","Senzo Meyiwa"
db_PLAYERS,P-0810,already_bilingual,"","","عمرو ناصر","Amrw Nasr"
db_PLAYERS,P-0814,already_bilingual,"","","محمود لطيف","Mhmwd Ltyf"
db_PLAYERS,P-0820,already_bilingual,"","","صالح سليم","Salh Slym"
db_PLAYERS,P-0824,already_bilingual,"","","محمد الشناوي","Mhmd Alshnawy"
db_PLAYERS,P-0828,already_bilingual,"","","Nicaise Zimbori","Nicaise Zimbori"
db_PLAYERS,P-1728,already_bilingual,"","","ياو أنور","Yaw Anwr"
db_PLAYERS,P-1729,already_bilingual,"","","سيد عبدالعظيم \"بلبل\"","Syd Abdalazym \"blbl\""
db_PLAYERS,P-1730,already_bilingual,"","","مصطفى جلال","Mstfa Jlal"
db_PLAYERS,P-1731,already_bilingual,"","","ياسر رضوان","Yasr Rdwan"
db_PLAYERS,P-1732,already_bilingual,"","","إسلام الشاطر","Islam Alshatr"
db_PLAYERS,P-1734,already_bilingual,"","","ياسر ريان","Yasr Ryan"
db_PLAYERS,P-1735,already_bilingual,"","","Vincent Aboubakar","Vincent Aboubakar"
db_PLAYERS,P-1736,already_bilingual,"","","Emmanuel Clottey","Emmanuel Clottey"
db_PLAYERS,P-1738,already_bilingual,"","","عبدالشافي","Abdalshafy"
db_PLAYERS,P-1739,already_bilingual,"","","أحمد المحمدي","Ahmd Almhmdy"
db_PLAYERS,P-1740,already_bilingual,"","","عمرو عادل","Amrw Aadl"
db_PLAYERS,P-1741,already_bilingual,"","","يحيى عطية الله","Yhya Atyh Allh"
db_PLAYERS,P-1742,already_bilingual,"","","البوري","Albwry"
db_PLAYERS,P-1743,already_bilingual,"","","أحمد رفعت","Ahmd Rfat"
db_PLAYERS,P-1746,already_bilingual,"","","نبيل نصير","Nbyl Nsyr"
db_PLAYERS,P-1747,already_bilingual,"","","صالح الشواف","Salh Alshwaf"
db_PLAYERS,P-1749,already_bilingual,"","","Leobardo Lopez","Leobardo Lopez"
db_PLAYERS,P-1750,already_bilingual,"","","عدي الدباغ","Ady Aldbagh"
db_PLAYERS,P-1751,already_bilingual,"","","Luis Rodriguez","Luis Rodriguez"
db_PLAYERS,P-1752,already_bilingual,"","","أرنولد إيبا","Arnwld Iyba"
db_PLAYERS,P-1754,already_bilingual,"","","مونجيهه","Mwnjyhh"
db_PLAYERS,P-1755,already_bilingual,"","","أحمد نادر حواش","Ahmd Nadr Hwash"
db_PLAYERS,P-1756,already_bilingual,"","","مصطفى زغبة","Mstfa Zghbh"
db_PLAYERS,P-1757,already_bilingual,"","","محمود وحيد","Mhmwd Whyd"
db_PLAYERS,P-1758,already_bilingual,"","","رشيد أحمد","Rshyd Ahmd"
db_PLAYERS,P-1760,already_bilingual,"","","شريف الجندي","Shryf Aljndy"
db_PLAYERS,P-1761,already_bilingual,"","","حسام عرفات","Hsam Arfat"
db_PLAYERS,P-1762,already_bilingual,"","","Carlos Djouram","Carlos Djouram"
db_PLAYERS,P-1764,already_bilingual,"","","Ally Mustapha","Ally Mustapha"
db_PLAYERS,P-1765,already_bilingual,"","","عباس صفوت","Abas Sfwt"
db_PLAYERS,P-1766,already_bilingual,"","","أحمد حمودي","Ahmd Hmwdy"
db_PLAYERS,P-1767,already_bilingual,"","","رضا سيكا","Rda Syka"
db_PLAYERS,P-1769,already_bilingual,"","","رمضان السيد","Rmdan Alsyd"
db_PLAYERS,P-1770,already_bilingual,"","","محمد حازم","Mhmd Hazm"
db_PLAYERS,P-1771,already_bilingual,"","","أشرف أمين","Ashrf Amyn"
db_PLAYERS,P-1773,already_bilingual,"","","صلاح سليمان","Slah Slyman"
db_PLAYERS,P-1774,already_bilingual,"","","باولو باتريس","Bawlw Batrys"
db_PLAYERS,P-1775,already_bilingual,"","","عمرو ذكي","Amrw Dhky"
db_PLAYERS,P-1777,already_bilingual,"","","جمال مساعد","Jmal Msaad"
db_PLAYERS,P-1779,already_bilingual,"","","Malik Asselah","Malik Asselah"
db_PLAYERS,P-1780,already_bilingual,"","","جمال عبدالحليم","Jmal Abdalhlym"
db_PLAYERS,P-1781,already_bilingual,"","","محمود حودة","Mhmwd Hwdh"
db_PLAYERS,P-1783,already_bilingual,"","","حليمو","Hlymw"
db_PLAYERS,P-1784,already_bilingual,"","","محمد الهادي","Mhmd Alhady"
db_PLAYERS,P-1785,already_bilingual,"","","أنيس بوجلبان","Anys Bwjlban"
db_PLAYERS,P-1786,already_bilingual,"","","UNGK ?","Ungk ?"
db_PLAYERS,P-1787,already_bilingual,"","","Noussair El Mimouni","Noussair El Mimouni"
db_PLAYERS,P-1789,already_bilingual,"","","حمزة المثلوثي","Hmzh Almthlwthy"
db_PLAYERS,P-1790,already_bilingual,"","","مرزوق العتيبي","Mrzwq Alatyby"
db_PLAYERS,P-1791,already_bilingual,"","","أحمد تمساح","Ahmd Tmsah"
db_PLAYERS,P-1792,already_bilingual,"","","أحمد منشاوي","Ahmd Mnshawy"
db_PLAYERS,P-1794,already_bilingual,"","","يونس الشبعاني","Ywns Alshbaany"
db_PLAYERS,P-1795,already_bilingual,"","","محمد عامر","Mhmd Aamr"
db_PLAYERS,P-1797,already_bilingual,"","","عبد الإله جلال","Abd Alilh Jlal"
db_PLAYERS,P-1798,already_bilingual,"","","علي فرج","Aly Frj"
db_PLAYERS,P-1800,already_bilingual,"","","يوسف أ.سامة نبيه","Ywsf A.samh Nbyh"
db_PLAYERS,P-1801,already_bilingual,"","","أحمد بوسكا","Ahmd Bwska"
db_PLAYERS,P-1802,already_bilingual,"","","Stefan Frei","Stefan Frei"
db_PLAYERS,P-1804,already_bilingual,"","","Essam Abdel Haq","Essam Abdel Haq"
db_PLAYERS,P-1805,already_bilingual,"","","بهاء","Bha"
db_PLAYERS,P-1807,already_bilingual,"","","أحمد زواوي","Ahmd Zwawy"
db_PLAYERS,P-1808,already_bilingual,"","","وجيه الكاشف","Wjyh Alkashf"
db_PLAYERS,P-1809,already_bilingual,"","","خليل سامح","Khlyl Samh"
db_PLAYERS,P-1811,already_bilingual,"","","Salvador Cabaña","Salvador Cabaña"
db_PLAYERS,P-1812,already_bilingual,"","","محمد الشامي","Mhmd Alshamy"
db_PLAYERS,P-1813,already_bilingual,"","","كرم مرسي","Krm Mrsy"
db_PLAYERS,P-1815,already_bilingual,"","","عبدالرحمن فاروق","Abdalrhmn Farwq"
db_PLAYERS,P-1816,already_bilingual,"","","إبراهيم الخليل","Ibrahym Alkhlyl"
db_PLAYERS,P-1817,already_bilingual,"","","Kosso Menene","Kosso Menene"
db_PLAYERS,P-1818,already_bilingual,"","","كونراد ميشالاك","Kwnrad Myshalak"
db_PLAYERS,P-1820,already_bilingual,"","","ديوماندى لوسينى","Dywmanda Lwsyna"
db_PLAYERS,P-1821,already_bilingual,"","","Wayne Arendse","Wayne Arendse"
db_PLAYERS,P-1822,already_bilingual,"","","خالد بوطيب","Khald Bwtyb"
db_PLAYERS,P-1823,already_bilingual,"","","خالد وليد","Khald Wlyd"
db_PLAYERS,P-1825,already_bilingual,"","","عبدالرحمن سمير","Abdalrhmn Smyr"
db_PLAYERS,P-1827,already_bilingual,"","","بابي مامادو ضيوف","Baby Mamadw Dywf"
db_PLAYERS,P-1828,already_bilingual,"","","محمد شاهين","Mhmd Shahyn"
db_PLAYERS,P-1829,already_bilingual,"","","محمد الجندي","Mhmd Aljndy"
db_PLAYERS,P-1830,already_bilingual,"","","أحمد الألفي","Ahmd Alalfy"
db_PLAYERS,P-1831,already_bilingual,"","","إبراهيم صلاح","Ibrahym Slah"
db_PLAYERS,P-1832,already_bilingual,"","","Ambroise Oyongo","Ambroise Oyongo"
db_PLAYERS,P-1835,already_bilingual,"","","طارق العشري","Tarq Alashry"
db_PLAYERS,P-1836,already_bilingual,"","","أحمد بلجاج","Ahmd Bljaj"
db_PLAYERS,P-1837,already_bilingual,"","","حمدي كروان","Hmdy Krwan"
db_PLAYERS,P-1838,already_bilingual,"","","عبدالرحمن الحمدان","Abdalrhmn Alhmdan"
db_PLAYERS,P-1839,already_bilingual,"","","سفيان خضرية","Sfyan Khdryh"
db_PLAYERS,P-1841,already_bilingual,"","","طارق سليمان","Tarq Slyman"
db_PLAYERS,P-1842,already_bilingual,"","","Andile Jali","Andile Jali"
db_PLAYERS,P-1843,already_bilingual,"","","Thapelo Maseko","Thapelo Maseko"
db_PLAYERS,P-1844,already_bilingual,"","","محمد زيدان","Mhmd Zydan"
db_PLAYERS,P-1846,already_bilingual,"","","هاني مصطفى","Hany Mstfa"
db_PLAYERS,P-1847,already_bilingual,"","","حمزة الجمل","Hmzh Aljml"
db_PLAYERS,P-2107,already_bilingual,"","","فابيو ليما","Fabyw Lyma"
db_PLAYERS,P-0833,already_bilingual,"","","أحمد سراج","Ahmd Sraj"
db_PLAYERS,P-0838,already_bilingual,"","","أحمد بحيري","Ahmd Bhyry"
db_PLAYERS,P-0843,already_bilingual,"","","أطهر الطاهر","Athr Altahr"
db_PLAYERS,P-1849,already_bilingual,"","","عبدالحميد فتح الله","Abdalhmyd Fth Allh"
db_PLAYERS,P-1850,already_bilingual,"","","محمود عزت","Mhmwd Azt"
db_PLAYERS,P-1851,already_bilingual,"","","طه","Th"
db_PLAYERS,P-1852,already_bilingual,"","","Gabriel Barbosa","Gabriel Barbosa"
db_PLAYERS,P-1853,already_bilingual,"","","لويس ميكيسوني","Lwys Mykyswny"
db_PLAYERS,P-1855,already_bilingual,"","","Clatous Cham","Clatous Cham"
db_PLAYERS,P-1856,already_bilingual,"","","كريم الطيب","Krym Altyb"
db_PLAYERS,P-1857,already_bilingual,"","","Emmanuel Mbongo","Emmanuel Mbongo"
db_PLAYERS,P-1859,already_bilingual,"","","محمد عبدالعظيم \"عظيمة\"","Mhmd Abdalazym \"azymh\""
db_PLAYERS,P-1860,already_bilingual,"","","دومنيك مندي","Dwmnyk Mndy"
db_PLAYERS,P-1861,already_bilingual,"","","محمود أبو رجيلة","Mhmwd Abw Rjylh"
db_PLAYERS,P-1862,already_bilingual,"","","سامي قمصان","Samy Qmsan"
db_PLAYERS,P-1864,already_bilingual,"","","أحمد فيلكس","Ahmd Fylks"
db_PLAYERS,P-1865,already_bilingual,"","","Humberto Suazo","Humberto Suazo"
db_PLAYERS,P-1866,already_bilingual,"","","سام مرسي","Sam Mrsy"
db_PLAYERS,P-1867,already_bilingual,"","","يوسف الثنيان","Ywsf Althnyan"
db_PLAYERS,P-1868,already_bilingual,"","","Cristian Hidalgo","Cristian Hidalgo"
db_PLAYERS,P-1870,already_bilingual,"","","مصطفى حلمي يوسف","Mstfa Hlmy Ywsf"
db_PLAYERS,P-1871,already_bilingual,"","","مصطفى حسن","Mstfa Hsn"
db_PLAYERS,P-1872,already_bilingual,"","","أحمد فتحي","Ahmd Fthy"
db_PLAYERS,P-1874,already_bilingual,"","","إسماعيل يوسف","Ismaayl Ywsf"
db_PLAYERS,P-1875,already_bilingual,"","","مامادو دياو","Mamadw Dyaw"
db_PLAYERS,P-1876,already_bilingual,"","","محمد عبود كمونة","Mhmd Abwd Kmwnh"
db_PLAYERS,P-1878,already_bilingual,"","","Atanda Sakibu","Atanda Sakibu"
db_PLAYERS,P-1879,already_bilingual,"","","مصطفى نجم","Mstfa Njm"
db_PLAYERS,P-1880,already_bilingual,"","","عاشور الأدهم","Aashwr Aladhm"
db_PLAYERS,P-1881,already_bilingual,"","","محمد كوفي","Mhmd Kwfy"
db_PLAYERS,P-1882,already_bilingual,"","","معتمد جمال","Matmd Jmal"
db_PLAYERS,P-1883,already_bilingual,"","","يمن بن زكري","Ymn Bn Zkry"
db_PLAYERS,P-1885,already_bilingual,"","","علي جبر","Aly Jbr"
db_PLAYERS,P-1886,already_bilingual,"","","فرجاني ساسي","Frjany Sasy"
db_PLAYERS,P-1887,already_bilingual,"","","محمد مجدي","Mhmd Mjdy"
db_PLAYERS,P-1888,already_bilingual,"","","Lameck Nyangu","Lameck Nyangu"
db_PLAYERS,P-1890,already_bilingual,"","","Henry Ayodele","Henry Ayodele"
db_PLAYERS,P-1891,already_bilingual,"","","أحمد عبدالباقي","Ahmd Abdalbaqy"
db_PLAYERS,P-1892,already_bilingual,"","","محمود رأفت","Mhmwd Raft"
db_PLAYERS,P-1893,already_bilingual,"","","نصر إبراهيم","Nsr Ibrahym"
db_PLAYERS,P-1895,already_bilingual,"","","عمرو سماكة","Amrw Smakh"
db_PLAYERS,P-1896,already_bilingual,"","","عمرو السولية","Amrw Alswlyh"
db_PLAYERS,P-1897,already_bilingual,"","","محمد علي ديالو","Mhmd Aly Dyalw"
db_PLAYERS,P-1898,already_bilingual,"","","محمد بدوي","Mhmd Bdwy"
db_PLAYERS,P-1900,already_bilingual,"","","يوسف بلعمري","Ywsf Blamry"
db_PLAYERS,P-1901,already_bilingual,"","","Ali Abu Eshrein","Ali Abu Eshrein"
db_PLAYERS,P-1902,already_bilingual,"","","محسن ياجور","Mhsn Yajwr"
db_PLAYERS,P-1904,already_bilingual,"","","سعد راشد","Sad Rashd"
db_PLAYERS,P-1906,already_bilingual,"","","حمادة مرزوق","Hmadh Mrzwq"
db_PLAYERS,P-1907,already_bilingual,"","","محمد شتا","Mhmd Shta"
db_PLAYERS,P-1908,already_bilingual,"","","محمود كوكو","Mhmwd Kwkw"
db_PLAYERS,P-1909,already_bilingual,"","","Loïc Maxime Feudjou","Loïc Maxime Feudjou"
db_PLAYERS,P-1911,already_bilingual,"","","Allan Okello","Allan Okello"
db_PLAYERS,P-1912,already_bilingual,"","","عمر نجدي","Amr Njdy"
db_PLAYERS,P-1913,already_bilingual,"","","عمرو مرعي","Amrw Mray"
db_PLAYERS,P-1914,already_bilingual,"","","عمر الوحش","Amr Alwhsh"
db_PLAYERS,P-1916,already_bilingual,"","","محمد حشيش","Mhmd Hshysh"
db_PLAYERS,P-1917,already_bilingual,"","","عبدالستار عبدالغني","Abdalstar Abdalghny"
db_PLAYERS,P-1918,already_bilingual,"","","حسين السيد","Hsyn Alsyd"
db_PLAYERS,P-1920,already_bilingual,"","","تامر مصطفى","Tamr Mstfa"
db_PLAYERS,P-1921,already_bilingual,"","","حسن حمدي","Hsn Hmdy"
db_PLAYERS,P-1922,already_bilingual,"","","إسماعيل كوليبالي","Ismaayl Kwlybaly"
db_PLAYERS,P-1923,already_bilingual,"","","Aminou Bouba","Aminou Bouba"
db_PLAYERS,P-1925,already_bilingual,"","","أحمد جلال","Ahmd Jlal"
db_PLAYERS,P-1926,already_bilingual,"","","تيجاني بلعيد","Tyjany Blayd"
db_PLAYERS,P-1928,already_bilingual,"","","Jacob Banda","Jacob Banda"
db_PLAYERS,P-1929,already_bilingual,"","","علي السيد كاف","Aly Alsyd Kaf"
db_PLAYERS,P-1930,already_bilingual,"","","أحمد المرغني","Ahmd Almrghny"
db_PLAYERS,P-1931,already_bilingual,"","","Hervé Koffi","Hervé Koffi"
db_PLAYERS,P-1933,already_bilingual,"","","أحمد أبو مسلم","Ahmd Abw Mslm"
db_PLAYERS,P-1934,already_bilingual,"","","أدم سمير المهدي","Adm Smyr Almhdy"
db_PLAYERS,P-1935,already_bilingual,"","","أمير سعيود","Amyr Saywd"
db_PLAYERS,P-1937,already_bilingual,"","","Peodoh Pacôme Zouzoua","Peodoh Pacôme Zouzoua"
db_PLAYERS,P-1939,already_bilingual,"","","عمرو وردة","Amrw Wrdh"
db_PLAYERS,P-1941,already_bilingual,"","","شاهين بلال","Shahyn Blal"
db_PLAYERS,P-1942,already_bilingual,"","","تادروس فيكيلي","Tadrws Fykyly"
db_PLAYERS,P-1943,already_bilingual,"","","صفوت عبدالحليم","Sfwt Abdalhlym"
db_PLAYERS,P-1944,already_bilingual,"","","عباس حسن","Abas Hsn"
db_PLAYERS,P-1946,already_bilingual,"","","عمر النور","Amr Alnwr"
db_PLAYERS,P-1947,already_bilingual,"","","؟","؟"
db_PLAYERS,P-1948,already_bilingual,"","","محمد طارق","Mhmd Tarq"
db_PLAYERS,P-1949,already_bilingual,"","","شمس حامد","Shms Hamd"
db_PLAYERS,P-1951,already_bilingual,"","","يوسف البلايلي","Ywsf Alblayly"
db_PLAYERS,P-1952,already_bilingual,"","","عصام عبدالعظيم","Asam Abdalazym"
